Record_ID,Age,Community_Buildin,Community_Membership_Family,Community_Membership_Hobbies,Community_Membership_None,Community_Membership_Other,Community_Membership_Political,Community_Membership_Professional,Community_Membership_Religious,Community_Membership_Support,Country,Disability_Cognitive,Disability_Hearing,Disability_Motor,Disability_Not_Impaired,Disability_Not_Say,Disability_Vision,Education_Attainment,Falsification_of_Information,Gender,Household_Income,How_You_Heard_About_Survey_Banner,How_You_Heard_About_Survey_Friend,How_You_Heard_About_Survey_Mailing_List,How_You_Heard_About_Survey_Others,How_You_Heard_About_Survey_Printed_Media,How_You_Heard_About_Survey_Remebered,How_You_Heard_About_Survey_Search_Engine,How_You_Heard_About_Survey_Usenet_News,How_You_Heard_About_Survey_WWW_Page,Major_Geographical_Location,Major_Occupation,Marital_Status,Most_Import_Issue_Facing_the_Internet,Opinions_on_-Censorship,Primary_Language,Primary_Place_of_WWW_Access,Race,Not_Purchasing_Bad_experience,Not_Purchasing_Bad_press,Not_Purchasing_Cant_find,Not_Purchasing_Company_policy,Not_Purchasing_Easier_locally,Not_Purchasing_Enough_info,Not_Purchasing_Judge_quality,Not_Purchasing_Never_tried,Not_Purchasing_No_credit,Not_Purchasing_Not_applicable,Not_Purchasing_Not_option,Not_Purchasing_Other,Not_Purchasing_Prefer_people,Not_Purchasing_Privacy,Not_Purchasing_Receipt,Not_Purchasing_Security,Not_Purchasing_Too_complicated,Not_Purchasing_Uncomfortable,Not_Purchasing_Unfamiliar_vendor,Registered_to_Vote,Sexual_Preference,Web_Ordering,Web_Page_Creation,Who_Pays_for_Access_Dont_Know,Who_Pays_for_Access_Other,Who_Pays_for_Access_Parents,Who_Pays_for_Access_School,Who_Pays_for_Access_Self,Who_Pays_for_Access_Work,Willingness_to_Pay_Fees,Years_on_Internet
2517,55,98,0,0,1,0,0,0,0,0,29,0,0,0,1,0,0,4,1,1,7,0,0,0,1,0,0,0,0,0,5,1,99,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,0,0,0,0,1,0,4,2
2518,23,0,0,1,0,0,0,0,0,0,50,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,6,3,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,1,0,0,99,2
2519,30,98,0,0,1,0,0,0,0,0,48,0,0,0,1,0,0,3,3,0,8,0,1,0,0,0,0,0,0,0,5,0,3,99,4,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,4,3
2520,36,2,0,0,0,0,0,1,0,0,30,0,0,0,1,0,0,3,2,1,7,1,0,0,0,0,0,0,0,0,5,99,3,2,4,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
2521,39,98,0,1,0,0,0,1,0,0,43,0,0,0,1,0,0,4,5,1,8,0,0,0,0,0,0,1,0,0,5,1,3,99,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,4,2
2522,29,2,0,1,0,0,0,0,0,0,54,0,0,0,1,0,0,4,2,1,7,0,0,0,1,0,1,0,0,0,3,0,99,6,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,99,4
2523,25,0,0,1,0,0,0,0,0,0,25,0,0,0,1,0,0,4,1,1,4,1,0,0,0,0,0,0,0,0,5,2,99,1,4,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,2,1,1,0,0,0,0,1,0,4,1
2524,33,98,0,0,1,0,0,0,0,0,29,0,0,0,1,0,0,4,2,0,7,0,0,0,0,0,1,0,0,0,5,0,3,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,2,1,1,2,0,0,0,0,1,1,99,2
2525,34,0,0,1,0,0,0,1,0,1,20,0,0,0,1,0,0,3,4,0,5,0,0,0,0,0,0,0,0,1,5,0,3,0,4,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,2,1,1,1,0,0,0,0,1,1,4,2
2526,45,0,0,1,0,0,0,0,0,0,29,0,0,0,1,0,0,3,2,1,6,0,0,0,0,0,0,0,0,1,5,1,3,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,98,0,0,0,0,1,0,99,2
2527,40,2,0,0,1,0,0,0,0,0,40,0,0,0,1,0,0,4,5,1,6,0,1,0,0,0,0,1,0,1,5,0,5,99,2,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,99,2
2528,59,98,0,0,1,0,0,0,0,0,11,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,2,1,1,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,99,3
2529,24,2,0,0,1,0,0,0,0,0,12,0,0,0,1,0,0,4,2,1,5,0,0,0,0,0,0,0,0,1,5,0,5,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,4,3
2530,38,0,0,1,0,0,0,0,0,1,18,0,0,0,1,0,0,4,1,1,6,0,0,0,0,0,0,0,0,1,5,1,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,0,99,2
2531,60,0,0,0,1,0,0,0,0,0,7,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,5,99,3,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,4,0
2532,62,2,1,1,0,0,0,0,0,0,8,0,0,0,1,0,0,3,1,1,7,0,0,0,0,0,0,0,0,1,5,99,3,6,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0,0,0,0,1,0,99,2
2533,19,98,0,0,1,0,0,0,0,0,40,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,5,3,5,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1
2534,46,98,0,0,1,0,0,0,0,0,12,0,0,0,1,0,0,3,2,1,6,0,0,0,0,0,0,1,0,0,5,99,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,1,0,1,2
2535,21,2,0,1,0,0,0,0,0,0,80,0,0,0,1,0,0,3,4,1,4,0,0,0,1,0,1,0,1,0,4,0,5,1,4,22,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,99,3
2536,57,98,0,0,1,0,0,0,0,0,35,0,0,0,1,0,0,3,6,1,0,0,0,0,0,0,0,0,0,1,5,99,3,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,2,2,0,0,0,0,1,0,99,2
2537,39,0,0,0,0,0,0,1,0,0,28,0,0,0,1,0,0,5,2,1,8,0,0,0,0,0,0,0,0,1,5,0,3,99,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,99,2
2538,40,98,0,1,0,0,0,0,0,0,50,0,0,0,1,0,0,3,1,1,6,0,0,0,0,0,0,0,0,1,6,99,99,2,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,99,2
2539,40,2,0,0,1,0,0,0,0,0,32,0,0,0,1,0,0,3,2,1,2,0,0,0,0,0,0,0,0,1,5,99,5,2,1,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,2,0,0,0,0,1,0,99,2
2540,31,1,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,7,1,0,3,0,0,0,1,0,0,0,0,0,5,0,1,1,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,2,2,0,0,0,0,1,0,4,2
2541,55,98,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,3,1,1,4,0,0,0,0,0,0,0,0,1,5,99,0,99,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,99,1
2542,41,0,0,1,0,0,1,1,1,0,11,0,0,0,1,0,0,3,1,1,5,0,0,0,0,0,0,0,0,1,5,2,99,2,3,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,99,0
2543,41,2,0,0,1,0,0,0,0,0,8,0,0,0,1,0,0,5,2,1,8,0,0,0,1,0,0,0,0,0,5,2,3,99,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,1,1,1,2
2544,37,0,0,1,0,1,1,0,0,1,8,0,0,0,1,0,0,3,1,0,7,0,0,0,1,0,0,0,0,0,5,99,3,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,2,0,0,0,0,1,0,99,1
2545,35,0,1,0,0,0,0,1,0,0,7,0,0,0,1,0,0,4,1,0,7,0,0,0,0,0,0,0,1,0,5,0,3,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,99,2
2546,20,0,0,1,0,1,0,1,0,0,99,0,0,0,1,0,0,1,4,0,1,0,0,0,0,1,0,0,0,0,4,0,5,5,2,6,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,1,2,2,0,0,0,1,0,0,1,1
2547,32,0,1,1,0,1,1,1,0,1,40,0,0,0,1,0,0,5,2,1,0,0,0,0,1,0,0,0,0,0,5,3,3,99,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,4,3
2548,0,2,0,0,0,1,0,0,0,0,99,0,0,0,1,0,0,4,6,1,3,0,0,0,1,0,0,0,0,0,2,2,3,2,4,99,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,6,0
2549,22,0,0,1,0,0,0,0,0,1,45,0,0,0,1,0,0,4,5,0,2,0,0,0,1,0,0,0,0,0,5,3,99,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,1,0,1,99,2
2550,45,98,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,3,1,0,5,0,0,0,0,0,0,0,0,1,5,99,3,6,1,1,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,2,0,0,0,0,1,0,4,1
2551,29,98,0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,3,3,1,7,0,0,0,0,0,0,0,1,0,5,2,3,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,0,4,0
2552,35,98,0,0,1,0,0,0,0,0,18,0,0,0,1,0,0,3,1,0,6,0,0,1,0,0,0,0,0,0,5,0,5,6,4,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,1,99,2
2553,37,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,3,2,1,4,0,0,0,0,0,0,0,0,1,5,3,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,99,1
2554,26,0,0,1,0,0,0,0,0,0,58,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,4,3,5,0,4,10,0,5,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,1,0,0,0,4,1
2555,32,98,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,3,1,1,6,0,0,0,0,0,0,0,0,1,5,2,1,2,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,5,2
2556,25,0,0,1,0,0,0,1,0,0,103,0,0,0,1,0,0,5,5,0,6,0,1,0,0,0,0,0,0,0,5,0,3,4,1,1,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,4,3
2557,33,0,0,1,0,0,0,1,0,0,33,0,0,0,1,0,0,3,3,1,3,1,0,0,0,0,0,0,0,0,5,99,5,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,99,3
2558,36,0,1,1,0,0,1,1,0,0,11,0,0,0,1,0,0,3,1,1,5,0,0,1,0,0,0,0,0,0,5,0,5,99,4,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,99,3
2559,49,2,0,0,0,0,0,1,0,0,72,0,0,0,1,0,0,5,6,1,7,0,0,0,0,0,1,0,0,0,4,1,3,1,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,2,0,0,0,0,0,1,99,2
2560,36,0,1,1,0,1,0,0,0,1,4,0,0,0,1,0,0,4,2,1,6,0,0,0,1,0,0,0,0,0,5,2,99,1,4,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,2,2,1,0,0,0,0,1,0,99,1
2561,32,2,1,0,0,0,0,0,0,0,63,0,0,0,1,0,0,1,2,1,4,0,0,0,0,0,0,0,0,1,6,2,99,2,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,1,0,99,2
2562,51,0,0,1,0,0,0,0,1,0,28,0,0,0,1,0,0,4,1,1,4,1,0,0,0,0,0,0,0,0,5,2,3,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,98,98,0,0,0,0,1,0,4,0
2563,25,98,0,1,0,0,0,0,0,0,43,0,0,0,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,1,5,0,5,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1,1,1
2564,42,98,0,0,0,0,0,1,0,0,50,0,0,0,1,0,0,5,1,0,6,0,0,1,0,0,0,0,0,0,6,1,3,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,0,0,0,0,1,1,3,2
2565,45,2,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,4,1,1,7,0,0,0,0,0,0,0,0,1,5,2,3,99,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,2,0,0,0,0,1,0,99,3
2566,25,0,0,1,0,0,0,0,0,0,32,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5,99,5,98,3,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,1,0,4,1
2567,30,0,0,1,0,0,0,1,0,1,29,0,0,0,1,0,0,3,1,1,3,0,0,0,0,0,0,0,1,1,5,99,5,1,1,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,1,0
2568,24,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,4,1,0,2,0,0,0,0,0,0,0,0,1,5,2,5,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,2,2,0,0,0,1,0,0,1,0
2569,36,0,0,0,0,0,0,1,0,0,40,0,0,0,1,0,0,4,1,1,6,0,1,0,0,0,0,0,0,0,5,0,3,99,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,99,2
2570,0,0,0,0,0,0,0,1,0,0,99,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,4,1,3,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,99,2
2571,20,0,1,1,0,0,0,1,0,0,8,0,0,0,1,0,0,3,5,1,1,0,0,0,1,0,0,0,0,1,5,3,5,2,3,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,99,2
2572,30,0,0,1,0,0,0,0,0,1,11,0,0,1,0,0,0,4,5,1,7,0,1,0,0,0,0,0,0,0,5,99,5,1,1,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,99,2
2573,18,98,0,0,1,0,0,0,0,0,28,0,0,0,1,0,0,3,1,0,7,0,0,0,0,0,0,0,0,1,5,3,5,6,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2,2,0,0,1,1,0,0,99,2
2574,17,98,0,0,1,0,0,0,0,0,32,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,5,3,5,2,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,2,0,2,1,0,0,1,1,1,1,99,4
2575,49,98,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,3,1,0,6,0,0,1,0,0,0,0,0,0,5,1,3,1,3,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,99,2
2576,13,0,0,1,0,0,0,0,0,0,7,0,0,0,1,0,0,1,2,0,3,1,0,0,0,0,0,0,0,0,5,3,5,98,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,1,0,4,1
2577,42,0,0,1,0,0,0,0,0,0,37,0,0,0,1,0,0,3,2,1,3,0,0,0,1,0,0,0,0,0,5,1,5,1,1,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,3
2578,19,98,1,0,0,0,0,1,0,0,43,0,0,0,1,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,5,3,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,99,0
2579,34,2,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,5,2,1,8,0,0,0,0,0,0,0,0,1,5,0,3,99,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,99,4
2580,41,98,1,0,0,0,0,1,0,0,43,0,0,0,1,0,0,3,1,0,7,0,0,0,1,0,0,0,0,1,5,1,3,6,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,1,2,0,0,0,0,0,1,99,2
2581,34,98,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,2,1,0,6,0,0,0,0,0,0,0,0,1,5,3,3,2,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,1,99,2
2582,43,2,0,1,0,1,0,1,0,0,103,0,0,0,1,0,0,3,1,1,2,1,0,0,0,0,0,0,0,0,5,3,5,6,2,1,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,2,0,0,0,0,1,0,99,0
2583,20,2,0,0,0,1,0,1,0,0,5,0,0,0,1,0,0,1,4,1,8,0,0,0,0,0,0,0,0,1,5,3,5,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,2,1,0,0,0,1,0,0,99,3
2584,16,98,0,0,1,0,0,0,0,0,29,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,5,3,5,0,2,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,1,2,2,1,0,0,0,0,0,4,0
2585,25,0,0,1,0,0,0,1,1,0,4,0,0,0,1,0,0,4,2,1,6,0,0,0,0,0,0,0,0,1,5,0,5,1,1,1,1,3,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,4,2
2586,54,0,1,1,0,0,1,1,1,1,40,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,5,2,3,1,1,1,1,99,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,99,2
2587,55,2,1,1,0,0,0,1,0,0,7,0,0,0,0,0,1,4,1,0,6,0,0,0,0,0,0,0,0,1,5,1,3,1,1,1,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,2,0,0,0,0,1,0,4,1
2588,56,98,0,0,1,0,0,0,0,0,35,0,0,0,1,0,0,2,1,0,3,0,0,0,0,0,0,0,0,1,5,2,1,6,1,1,2,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,2,2,0,0,0,0,1,0,4,0
2589,36,2,1,0,0,0,0,0,0,0,21,1,0,0,0,0,0,5,2,1,2,0,0,0,0,0,0,0,0,1,5,2,5,2,1,1,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,4,1,2,0,0,0,0,1,0,4,0
2590,20,0,0,0,1,0,0,0,0,0,63,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,6,99,99,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,0,4,2
2591,50,2,0,0,1,0,0,0,0,0,43,0,0,0,1,0,0,4,1,1,7,0,0,0,0,0,0,0,0,1,5,1,3,2,4,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,1,0,1,2
2592,20,2,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,1,2,1,6,1,0,0,0,0,0,0,0,0,5,3,5,1,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,99,2
2593,52,0,0,0,0,1,0,0,0,0,18,0,0,0,1,0,0,4,1,1,7,0,0,0,0,0,0,0,0,1,5,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,4,2
2594,45,98,1,0,0,1,0,0,1,0,48,0,0,0,1,0,0,4,1,1,6,0,1,0,0,0,0,0,0,0,5,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,2
2595,23,98,0,0,1,0,0,0,0,0,15,0,0,0,1,0,0,4,1,1,7,0,0,0,0,0,0,0,0,1,5,3,5,1,2,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,2
2596,22,1,0,1,0,0,0,1,0,0,72,0,0,0,0,0,1,3,4,1,0,0,0,0,1,0,0,0,0,0,4,0,99,1,1,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,0,0,0,1,0,4,2
2597,29,0,0,1,0,1,0,1,0,0,21,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,5,99,3,98,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,0,0,0,0,1,0,4,0
2598,49,2,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,4,1,1,4,0,0,0,0,0,0,0,0,1,5,0,5,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,0,0,0,0,1,0,4,2
2599,42,0,0,0,0,0,1,1,1,0,23,0,0,0,1,0,0,4,1,0,6,0,0,0,1,0,0,0,0,0,5,2,99,2,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,1,99,4
2600,46,0,1,1,0,0,0,1,0,0,34,0,0,0,1,0,0,4,1,0,8,0,0,1,0,0,0,0,0,0,5,2,3,4,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,2,4
2601,19,98,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,5,3,3,1,3,1,2,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,2,2,0,0,0,0,1,0,4,1
2602,41,0,1,0,0,0,0,1,0,0,29,0,0,0,1,0,0,4,1,0,5,0,0,0,0,0,0,0,1,0,5,1,0,99,2,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,99,2
2603,47,0,1,1,0,0,0,1,0,1,20,0,0,0,1,0,0,3,1,0,4,0,0,0,0,0,0,0,0,1,5,0,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,99,2
2604,30,2,0,0,1,0,0,0,0,0,28,0,0,0,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,1,5,99,4,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,1,0,1,1
2605,45,0,0,1,0,0,0,1,0,1,20,0,0,0,1,0,0,4,1,0,6,0,0,0,0,0,0,1,0,0,5,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,99,3
2606,44,0,1,1,0,1,0,0,0,1,7,0,0,0,1,0,0,4,2,1,6,0,0,0,0,0,0,0,0,1,5,1,99,2,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,2,1,2,0,0,0,0,0,1,99,2
2607,53,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,3,1,0,4,0,0,0,0,0,0,0,1,0,5,0,99,6,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,2,2
2608,25,2,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,4,2,1,4,0,0,0,0,0,0,0,1,0,5,0,5,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,99,3
